symbol,timestamp,datetime,open,high,low,close,volume
TRAC-USD,1760724000,2025-10-17T18:00:00.000Z,0.6885,0.6909,0.6691,0.6799,34251.3
PLU-USD,1760724000,2025-10-17T18:00:00.000Z,0.31,0.31,0.31,0.31,319.46
OMNI-USD,1760724000,2025-10-17T18:00:00.000Z,2.12,2.138,2.12,2.138,1138.52
MAGIC-USD,1760724000,2025-10-17T18:00:00.000Z,0.1456,0.146,0.1444,0.1444,33787.76
GST-USD,1760724000,2025-10-17T18:00:00.000Z,0.003603,0.00362,0.003603,0.00362,77310.03
LRDS-USD,1760724000,2025-10-17T18:00:00.000Z,0.0895,0.0897,0.0891,0.0897,23901.74
MAMO-USD,1760724000,2025-10-17T18:00:00.000Z,0.05362,0.05364,0.05301,0.05301,77828.7
PNG-USD,1760724000,2025-10-17T18:00:00.000Z,0.08143,0.08143,0.0812,0.0812,2427
LOKA-USD,1760724000,2025-10-17T18:00:00.000Z,0.1168,0.1171,0.116,0.116,2843.7
RECALL-USD,1760724000,2025-10-17T18:00:00.000Z,0.2929,0.2967,0.2894,0.2904,67994.46
CFG-USD,1760724000,2025-10-17T18:00:00.000Z,0.2013,0.2032,0.2006,0.2032,19508.1
TIME-USD,1760724000,2025-10-17T18:00:00.000Z,9.24,9.25,9.24,9.25,257.865
ALICE-USD,1760724000,2025-10-17T18:00:00.000Z,0.386,0.387,0.382,0.383,8881.52
NEON-USD,1760724000,2025-10-17T18:00:00.000Z,0.08191,0.08418,0.08191,0.08359,175386.94
LA-USD,1760724000,2025-10-17T18:00:00.000Z,0.391,0.3952,0.3908,0.3923,16881.4
PIRATE-USD,1760724000,2025-10-17T18:00:00.000Z,0.013,0.0132,0.0128,0.0132,539476.1
SNX-USD,1760724000,2025-10-17T18:00:00.000Z,1.426,1.44,1.407,1.407,193769.119
DASH-USD,1760724000,2025-10-17T18:00:00.000Z,42.67,42.87,42.13,42.15,1684.70384041
SPELL-USD,1760724000,2025-10-17T18:00:00.000Z,0.0003525,0.0003532,0.0003519,0.0003519,1315465
ABT-USD,1760724000,2025-10-17T18:00:00.000Z,0.485,0.4853,0.4669,0.4669,45535.6
BNKR-USD,1760724000,2025-10-17T18:00:00.000Z,0.0003852,0.0003869,0.000385,0.0003869,797564
KSM-USD,1760724000,2025-10-17T18:00:00.000Z,10.59,10.6,10.57,10.57,469.7943
ZORA-USD,1760724000,2025-10-17T18:00:00.000Z,0.10298,0.10318,0.09897,0.09948,3846491
VARA-USD,1760724000,2025-10-17T18:00:00.000Z,0.00196,0.00197,0.00194,0.00194,551152
PRCL-USD,1760724000,2025-10-17T18:00:00.000Z,0.0482,0.0488,0.048,0.0483,261393.2
SEAM-USD,1760724000,2025-10-17T18:00:00.000Z,0.2435,0.2467,0.242,0.2426,13925.9
MOG-USD,1760724000,2025-10-17T18:00:00.000Z,4.4e-7,4.5e-7,4.3e-7,4.4e-7,90352832427
MKR-USD,1760724000,2025-10-17T18:00:00.000Z,1418.36,1423.57,1417.21,1417.21,0.013377
ASM-USD,1760724900,2025-10-17T18:15:00.000Z,0.01385,0.01407,0.01385,0.014,63053
ZKC-USD,1760724900,2025-10-17T18:15:00.000Z,0.2608,0.2669,0.2597,0.2626,71730.03
USELESS-USD,1760724900,2025-10-17T18:15:00.000Z,0.3061,0.3113,0.306,0.3069,696568.8
TROLL-USD,1760724900,2025-10-17T18:15:00.000Z,0.0872,0.08978,0.08664,0.08891,21561.7
GODS-USD,1760724900,2025-10-17T18:15:00.000Z,0.11392,0.11682,0.1108,0.11382,237002.78
TRAC-USD,1760724900,2025-10-17T18:15:00.000Z,0.6799,0.693,0.6773,0.6915,12348.4
OMNI-USD,1760724900,2025-10-17T18:15:00.000Z,2.139,2.317,2.139,2.317,5344.2
MAGIC-USD,1760724900,2025-10-17T18:15:00.000Z,0.1444,0.1449,0.1443,0.1443,31871.03
GST-USD,1760724900,2025-10-17T18:15:00.000Z,0.003571,0.003609,0.003569,0.003569,385435.47
HONEY-USD,1760724900,2025-10-17T18:15:00.000Z,0.011,0.0111,0.0109,0.0109,241698.8
LRDS-USD,1760724900,2025-10-17T18:15:00.000Z,0.0895,0.0899,0.0866,0.0883,243883.04
MAMO-USD,1760724900,2025-10-17T18:15:00.000Z,0.05301,0.05324,0.053,0.05323,38895.4
PNG-USD,1760724900,2025-10-17T18:15:00.000Z,0.08267,0.08553,0.08092,0.08092,105524
LOKA-USD,1760724900,2025-10-17T18:15:00.000Z,0.1167,0.1167,0.1153,0.1155,20463.3
RECALL-USD,1760724900,2025-10-17T18:15:00.000Z,0.2901,0.2983,0.289,0.2942,51652.87
CFG-USD,1760724900,2025-10-17T18:15:00.000Z,0.2023,0.2026,0.2022,0.2026,358.7
TIME-USD,1760724900,2025-10-17T18:15:00.000Z,9.25,9.25,9.25,9.25,7.67
ALICE-USD,1760724900,2025-10-17T18:15:00.000Z,0.383,0.386,0.382,0.382,6286.053
NEON-USD,1760724900,2025-10-17T18:15:00.000Z,0.08353,0.08374,0.08316,0.08333,26592.84
LA-USD,1760724900,2025-10-17T18:15:00.000Z,0.3926,0.3994,0.3916,0.3947,40512.3
PIRATE-USD,1760724900,2025-10-17T18:15:00.000Z,0.0129,0.0132,0.0128,0.0128,703781.9
SNX-USD,1760724900,2025-10-17T18:15:00.000Z,1.407,1.421,1.404,1.408,65120.11
DASH-USD,1760724900,2025-10-17T18:15:00.000Z,42,42.64,41.83,42.42,611.67249714
SPELL-USD,1760724900,2025-10-17T18:15:00.000Z,0.0003523,0.0003523,0.0003484,0.0003501,7221074
ABT-USD,1760724900,2025-10-17T18:15:00.000Z,0.4712,0.476,0.4667,0.476,12755.3
BNKR-USD,1760724900,2025-10-17T18:15:00.000Z,0.0003856,0.0003876,0.0003837,0.0003848,1177273
KSM-USD,1760724900,2025-10-17T18:15:00.000Z,10.6,10.64,10.6,10.6,691.7654
ZORA-USD,1760724900,2025-10-17T18:15:00.000Z,0.09947,0.10022,0.0978,0.09959,3199920
VARA-USD,1760724900,2025-10-17T18:15:00.000Z,0.00195,0.00197,0.00195,0.00195,601863
PRCL-USD,1760724900,2025-10-17T18:15:00.000Z,0.0482,0.0487,0.0482,0.0487,55926.2
SEAM-USD,1760724900,2025-10-17T18:15:00.000Z,0.2426,0.2426,0.242,0.242,608.1
MOG-USD,1760724900,2025-10-17T18:15:00.000Z,4.4e-7,4.5e-7,4.4e-7,4.5e-7,8660823036
MKR-USD,1760724900,2025-10-17T18:15:00.000Z,1414.79,1426.57,1414.79,1426.57,0.631346
ASM-USD,1760725800,2025-10-17T18:30:00.000Z,0.014,0.01405,0.01367,0.01367,162058
ZKC-USD,1760725800,2025-10-17T18:30:00.000Z,0.2636,0.2642,0.2591,0.2591,80499.21
USELESS-USD,1760725800,2025-10-17T18:30:00.000Z,0.3074,0.3141,0.3064,0.3123,541310.4
TROLL-USD,1760725800,2025-10-17T18:30:00.000Z,0.0894,0.09069,0.0894,0.08955,18354.7
GODS-USD,1760725800,2025-10-17T18:30:00.000Z,0.11317,0.11404,0.1113,0.11285,139740.15
TRAC-USD,1760725800,2025-10-17T18:30:00.000Z,0.6921,0.6943,0.6904,0.6933,9502.9
OMNI-USD,1760725800,2025-10-17T18:30:00.000Z,2.306,2.306,2.178,2.178,851.42
MAGIC-USD,1760725800,2025-10-17T18:30:00.000Z,0.1442,0.1442,0.1436,0.1437,60891.62
GST-USD,1760725800,2025-10-17T18:30:00.000Z,0.003619,0.003627,0.003611,0.003619,0.52
HONEY-USD,1760725800,2025-10-17T18:30:00.000Z,0.011,0.0111,0.011,0.0111,210026.9
LRDS-USD,1760725800,2025-10-17T18:30:00.000Z,0.0878,0.0878,0.0873,0.0873,16888.2
MAMO-USD,1760725800,2025-10-17T18:30:00.000Z,0.05323,0.05338,0.05307,0.05308,44168.1
RECALL-USD,1760725800,2025-10-17T18:30:00.000Z,0.2936,0.2966,0.2884,0.2918,133307.57
CFG-USD,1760725800,2025-10-17T18:30:00.000Z,0.2023,0.2039,0.2019,0.2039,932.3
TIME-USD,1760725800,2025-10-17T18:30:00.000Z,9.25,9.25,9.25,9.25,4.2
ALICE-USD,1760725800,2025-10-17T18:30:00.000Z,0.383,0.384,0.381,0.381,2949.067
LA-USD,1760725800,2025-10-17T18:30:00.000Z,0.3944,0.3958,0.3928,0.3958,8285.4
PIRATE-USD,1760725800,2025-10-17T18:30:00.000Z,0.0128,0.013,0.0128,0.0128,82124
SNX-USD,1760725800,2025-10-17T18:30:00.000Z,1.409,1.418,1.405,1.411,31917.854
DASH-USD,1760725800,2025-10-17T18:30:00.000Z,42.41,42.53,42.14,42.28,384.144
SPELL-USD,1760725800,2025-10-17T18:30:00.000Z,0.0003502,0.0003522,0.0003482,0.000349,6195172
ABT-USD,1760725800,2025-10-17T18:30:00.000Z,0.4757,0.4767,0.4703,0.4767,1220.5
BNKR-USD,1760725800,2025-10-17T18:30:00.000Z,0.0003867,0.0003887,0.0003867,0.0003873,578354
KSM-USD,1760725800,2025-10-17T18:30:00.000Z,10.6,10.6,10.52,10.52,0.2915
ZORA-USD,1760725800,2025-10-17T18:30:00.000Z,0.09948,0.10143,0.09777,0.10048,9079520
VARA-USD,1760725800,2025-10-17T18:30:00.000Z,0.00196,0.00196,0.00193,0.00196,514621
PRCL-USD,1760725800,2025-10-17T18:30:00.000Z,0.049,0.0494,0.049,0.0492,2769.6
SEAM-USD,1760725800,2025-10-17T18:30:00.000Z,0.242,0.2422,0.2417,0.2422,715.6
MOG-USD,1760725800,2025-10-17T18:30:00.000Z,4.5e-7,4.5e-7,4.4e-7,4.4e-7,57756857
MKR-USD,1760725800,2025-10-17T18:30:00.000Z,1426.42,1432.12,1424.4,1427.16,2.425927
ASM-USD,1760726700,2025-10-17T18:45:00.000Z,0.01368,0.01393,0.01367,0.01367,4364
ZKC-USD,1760726700,2025-10-17T18:45:00.000Z,0.259,0.259,0.2558,0.2562,116653.54
USELESS-USD,1760726700,2025-10-17T18:45:00.000Z,0.3128,0.3208,0.3079,0.3203,1492785.9
TROLL-USD,1760726700,2025-10-17T18:45:00.000Z,0.0895,0.08976,0.0884,0.08946,29284
GODS-USD,1760726700,2025-10-17T18:45:00.000Z,0.11287,0.11423,0.11185,0.11235,125215.23
TRAC-USD,1760726700,2025-10-17T18:45:00.000Z,0.6923,0.6936,0.6911,0.6916,3386.1
PLU-USD,1760726700,2025-10-17T18:45:00.000Z,0.31,0.31,0.31,0.31,1589.32
OMNI-USD,1760726700,2025-10-17T18:45:00.000Z,2.181,2.181,2.173,2.173,359.15
MAGIC-USD,1760726700,2025-10-17T18:45:00.000Z,0.1436,0.1447,0.1427,0.1447,60529.45
GST-USD,1760726700,2025-10-17T18:45:00.000Z,0.003617,0.003628,0.003585,0.003627,244820.26
MAMO-USD,1760726700,2025-10-17T18:45:00.000Z,0.053,0.05315,0.0529,0.05293,83743.6
PNG-USD,1760726700,2025-10-17T18:45:00.000Z,0.08272,0.08379,0.08114,0.08114,35474
LOKA-USD,1760726700,2025-10-17T18:45:00.000Z,0.1162,0.1166,0.1162,0.1166,1241.43
RECALL-USD,1760726700,2025-10-17T18:45:00.000Z,0.2919,0.3033,0.2919,0.2996,181025.73
CFG-USD,1760726700,2025-10-17T18:45:00.000Z,0.2033,0.2061,0.2027,0.2061,4662
TIME-USD,1760726700,2025-10-17T18:45:00.000Z,9.4,9.41,9.32,9.32,19.274
ALICE-USD,1760726700,2025-10-17T18:45:00.000Z,0.38,0.381,0.378,0.381,17309.571
NEON-USD,1760726700,2025-10-17T18:45:00.000Z,0.08379,0.08486,0.0834,0.08409,72192.76
LA-USD,1760726700,2025-10-17T18:45:00.000Z,0.3949,0.3985,0.3936,0.3951,33220.6
PIRATE-USD,1760726700,2025-10-17T18:45:00.000Z,0.0129,0.013,0.0128,0.0128,29947
SNX-USD,1760726700,2025-10-17T18:45:00.000Z,1.413,1.42,1.403,1.42,3568.544
DASH-USD,1760726700,2025-10-17T18:45:00.000Z,42.28,42.71,42.03,42.23,1985.43995355
SPELL-USD,1760726700,2025-10-17T18:45:00.000Z,0.000349,0.0003507,0.000349,0.0003507,872987
ABT-USD,1760726700,2025-10-17T18:45:00.000Z,0.4769,0.4769,0.4753,0.4753,2833.2
BNKR-USD,1760726700,2025-10-17T18:45:00.000Z,0.0003873,0.0003877,0.0003823,0.0003877,6419109
ZORA-USD,1760726700,2025-10-17T18:45:00.000Z,0.10047,0.1007,0.09805,0.09957,4746258
VARA-USD,1760726700,2025-10-17T18:45:00.000Z,0.00196,0.00196,0.00193,0.00195,817220
PRCL-USD,1760726700,2025-10-17T18:45:00.000Z,0.0493,0.0493,0.0486,0.0487,13645.2
SEAM-USD,1760726700,2025-10-17T18:45:00.000Z,0.2421,0.2422,0.241,0.2418,841.5
MOG-USD,1760726700,2025-10-17T18:45:00.000Z,4.5e-7,4.5e-7,4.3e-7,4.4e-7,45110980820
MKR-USD,1760726700,2025-10-17T18:45:00.000Z,1427,1427,1416.67,1418.32,2.285264
ASM-USD,1760727600,2025-10-17T19:00:00.000Z,0.01393,0.01401,0.01393,0.01401,10881
ZKC-USD,1760727600,2025-10-17T19:00:00.000Z,0.2566,0.2566,0.2539,0.2561,87959.2
GTC-USD,1760727600,2025-10-17T19:00:00.000Z,0.21,0.21,0.21,0.21,984.92
USELESS-USD,1760727600,2025-10-17T19:00:00.000Z,0.3201,0.323,0.32,0.3203,862650.1
TROLL-USD,1760727600,2025-10-17T19:00:00.000Z,0.0893,0.0893,0.0867,0.0887,54377.3
GODS-USD,1760727600,2025-10-17T19:00:00.000Z,0.11235,0.11349,0.10841,0.10842,321760.76
TRAC-USD,1760727600,2025-10-17T19:00:00.000Z,0.6922,0.7052,0.691,0.6951,24853.6
PLU-USD,1760727600,2025-10-17T19:00:00.000Z,0.32,0.32,0.32,0.32,1976.89
MAGIC-USD,1760727600,2025-10-17T19:00:00.000Z,0.1443,0.1458,0.1443,0.1452,73472.97
GST-USD,1760727600,2025-10-17T19:00:00.000Z,0.003626,0.003626,0.003581,0.003617,373752.97
HONEY-USD,1760727600,2025-10-17T19:00:00.000Z,0.011,0.011,0.0109,0.0109,264845
LRDS-USD,1760727600,2025-10-17T19:00:00.000Z,0.0873,0.0873,0.0873,0.0873,11.49
MAMO-USD,1760727600,2025-10-17T19:00:00.000Z,0.05291,0.05312,0.05283,0.05283,37551.1
PNG-USD,1760727600,2025-10-17T19:00:00.000Z,0.08126,0.08231,0.08126,0.08231,1865
LOKA-USD,1760727600,2025-10-17T19:00:00.000Z,0.1153,0.1154,0.1153,0.1154,7001.76
RECALL-USD,1760727600,2025-10-17T19:00:00.000Z,0.2997,0.3024,0.296,0.2991,79656.89
ALICE-USD,1760727600,2025-10-17T19:00:00.000Z,0.382,0.405,0.382,0.39,200703.539
LA-USD,1760727600,2025-10-17T19:00:00.000Z,0.3945,0.395,0.3894,0.3894,13954.6
PIRATE-USD,1760727600,2025-10-17T19:00:00.000Z,0.0128,0.0131,0.0127,0.0131,184831.8
SNX-USD,1760727600,2025-10-17T19:00:00.000Z,1.419,1.421,1.41,1.41,12382.532
DASH-USD,1760727600,2025-10-17T19:00:00.000Z,42.24,43.16,42.24,42.26,3757.417095
SPELL-USD,1760727600,2025-10-17T19:00:00.000Z,0.0003504,0.0003504,0.0003501,0.0003501,1540245
BNKR-USD,1760727600,2025-10-17T19:00:00.000Z,0.0003874,0.00039,0.0003846,0.0003869,3656005
ZORA-USD,1760727600,2025-10-17T19:00:00.000Z,0.09959,0.10065,0.09888,0.10016,3217938
VARA-USD,1760727600,2025-10-17T19:00:00.000Z,0.00195,0.00197,0.00194,0.00195,1051293
PRCL-USD,1760727600,2025-10-17T19:00:00.000Z,0.0485,0.0487,0.0473,0.0475,399076.5
SEAM-USD,1760727600,2025-10-17T19:00:00.000Z,0.2417,0.2424,0.2409,0.2424,1101.8
MOG-USD,1760727600,2025-10-17T19:00:00.000Z,4.4e-7,4.5e-7,4.4e-7,4.5e-7,11970255225
MKR-USD,1760727600,2025-10-17T19:00:00.000Z,1420.39,1426.95,1419.3,1426.95,1.03395
ZKC-USD,1760728500,2025-10-17T19:15:00.000Z,0.256,0.2631,0.2559,0.2619,115858.58
USELESS-USD,1760728500,2025-10-17T19:15:00.000Z,0.3203,0.3215,0.3146,0.3148,1060495.2
TROLL-USD,1760728500,2025-10-17T19:15:00.000Z,0.0882,0.08943,0.0873,0.08766,19865.2
GODS-USD,1760728500,2025-10-17T19:15:00.000Z,0.10884,0.10997,0.10657,0.10803,330394.71
TRAC-USD,1760728500,2025-10-17T19:15:00.000Z,0.6953,0.702,0.694,0.699,5179
MAGIC-USD,1760728500,2025-10-17T19:15:00.000Z,0.1453,0.1458,0.1445,0.145,28132.96
GST-USD,1760728500,2025-10-17T19:15:00.000Z,0.00362,0.00362,0.003569,0.003574,55261
LRDS-USD,1760728500,2025-10-17T19:15:00.000Z,0.0881,0.0882,0.0879,0.0879,6547.48
MAMO-USD,1760728500,2025-10-17T19:15:00.000Z,0.05281,0.05304,0.05276,0.05281,42455.1
RECALL-USD,1760728500,2025-10-17T19:15:00.000Z,0.299,0.3039,0.2981,0.2986,156900.41
CFG-USD,1760728500,2025-10-17T19:15:00.000Z,0.2027,0.2027,0.2016,0.2017,376.1
ALICE-USD,1760728500,2025-10-17T19:15:00.000Z,0.39,0.408,0.39,0.404,272631.028
NEON-USD,1760728500,2025-10-17T19:15:00.000Z,0.08421,0.08609,0.08405,0.08405,151992.18
LA-USD,1760728500,2025-10-17T19:15:00.000Z,0.389,0.3892,0.3852,0.3873,17336.5
PIRATE-USD,1760728500,2025-10-17T19:15:00.000Z,0.0131,0.0132,0.0129,0.0132,161780.6
SNX-USD,1760728500,2025-10-17T19:15:00.000Z,1.412,1.42,1.409,1.415,3473.99
DASH-USD,1760728500,2025-10-17T19:15:00.000Z,42.25,42.29,42.1,42.18,128.20597625
SPELL-USD,1760728500,2025-10-17T19:15:00.000Z,0.0003497,0.0003532,0.0003497,0.0003521,11725888
ABT-USD,1760728500,2025-10-17T19:15:00.000Z,0.4772,0.4775,0.477,0.4775,1019.9
BNKR-USD,1760728500,2025-10-17T19:15:00.000Z,0.0003866,0.0003883,0.0003827,0.0003827,1277290
ZORA-USD,1760728500,2025-10-17T19:15:00.000Z,0.10018,0.10032,0.09756,0.09813,2955990
VARA-USD,1760728500,2025-10-17T19:15:00.000Z,0.00194,0.00203,0.00193,0.00197,9231421
PRCL-USD,1760728500,2025-10-17T19:15:00.000Z,0.0477,0.0479,0.0471,0.0471,101228.1
SEAM-USD,1760728500,2025-10-17T19:15:00.000Z,0.2426,0.2427,0.2422,0.2422,947.5
MOG-USD,1760728500,2025-10-17T19:15:00.000Z,4.5e-7,4.5e-7,4.4e-7,4.5e-7,2042456236
MKR-USD,1760728500,2025-10-17T19:15:00.000Z,1423.95,1425.71,1420.11,1420.11,1.184099
ASM-USD,1760729400,2025-10-17T19:30:00.000Z,0.01375,0.01398,0.01374,0.01398,13101
ZKC-USD,1760729400,2025-10-17T19:30:00.000Z,0.2618,0.2618,0.2562,0.2597,70683
USELESS-USD,1760729400,2025-10-17T19:30:00.000Z,0.3147,0.3166,0.3118,0.3165,364109.1
TROLL-USD,1760729400,2025-10-17T19:30:00.000Z,0.08766,0.08767,0.08758,0.08758,5967.9
GODS-USD,1760729400,2025-10-17T19:30:00.000Z,0.10793,0.10811,0.10632,0.10803,193238.49
TRAC-USD,1760729400,2025-10-17T19:30:00.000Z,0.6951,0.702,0.694,0.702,2747.4
OMNI-USD,1760729400,2025-10-17T19:30:00.000Z,2.178,2.178,2.177,2.177,36.52
MAGIC-USD,1760729400,2025-10-17T19:30:00.000Z,0.1451,0.1456,0.1449,0.1449,23618.04
GST-USD,1760729400,2025-10-17T19:30:00.000Z,0.0036,0.003657,0.0036,0.003655,4078706.25
LRDS-USD,1760729400,2025-10-17T19:30:00.000Z,0.0879,0.088,0.0879,0.0879,4638.84
LOKA-USD,1760729400,2025-10-17T19:30:00.000Z,0.1161,0.1163,0.1146,0.115,13960.54
RECALL-USD,1760729400,2025-10-17T19:30:00.000Z,0.3003,0.3003,0.2956,0.2993,216941.06
CFG-USD,1760729400,2025-10-17T19:30:00.000Z,0.2019,0.2051,0.2019,0.2051,201.4
TIME-USD,1760729400,2025-10-17T19:30:00.000Z,9.25,9.25,8.97,8.97,126.32
ALICE-USD,1760729400,2025-10-17T19:30:00.000Z,0.404,0.406,0.392,0.398,98791.394
NEON-USD,1760729400,2025-10-17T19:30:00.000Z,0.08371,0.08371,0.08338,0.08338,1857.85
LA-USD,1760729400,2025-10-17T19:30:00.000Z,0.3866,0.3896,0.3855,0.3879,11100.9
PIRATE-USD,1760729400,2025-10-17T19:30:00.000Z,0.0131,0.0132,0.0129,0.0129,215973
SNX-USD,1760729400,2025-10-17T19:30:00.000Z,1.413,1.42,1.404,1.415,30993.769
DASH-USD,1760729400,2025-10-17T19:30:00.000Z,42.14,42.23,41.61,41.92,494.06
SPELL-USD,1760729400,2025-10-17T19:30:00.000Z,0.0003535,0.0003546,0.0003499,0.0003499,28050749
BNKR-USD,1760729400,2025-10-17T19:30:00.000Z,0.0003849,0.0003857,0.0003818,0.0003839,8064874
KSM-USD,1760729400,2025-10-17T19:30:00.000Z,10.49,10.53,10.49,10.5,285.0972
ZORA-USD,1760729400,2025-10-17T19:30:00.000Z,0.09817,0.09856,0.0967,0.0971,3017804
VARA-USD,1760729400,2025-10-17T19:30:00.000Z,0.00196,0.002,0.00193,0.00199,1413853
PRCL-USD,1760729400,2025-10-17T19:30:00.000Z,0.047,0.0473,0.0468,0.047,93097.8
SEAM-USD,1760729400,2025-10-17T19:30:00.000Z,0.242,0.2457,0.242,0.2424,2656.1
MOG-USD,1760729400,2025-10-17T19:30:00.000Z,4.5e-7,4.5e-7,4.3e-7,4.4e-7,1255854665
MKR-USD,1760729400,2025-10-17T19:30:00.000Z,1420.1,1420.16,1410.21,1416.83,3.46869
ASM-USD,1760730300,2025-10-17T19:45:00.000Z,0.014,0.01405,0.01389,0.01396,71808
ZKC-USD,1760730300,2025-10-17T19:45:00.000Z,0.2598,0.2616,0.2577,0.2603,75745.73
USELESS-USD,1760730300,2025-10-17T19:45:00.000Z,0.3163,0.3169,0.312,0.3137,507759.6
TROLL-USD,1760730300,2025-10-17T19:45:00.000Z,0.08766,0.08894,0.08488,0.08488,159952.2
GODS-USD,1760730300,2025-10-17T19:45:00.000Z,0.10805,0.11299,0.10733,0.11211,139322.93
TRAC-USD,1760730300,2025-10-17T19:45:00.000Z,0.7008,0.7055,0.699,0.699,5694
MAGIC-USD,1760730300,2025-10-17T19:45:00.000Z,0.1454,0.1458,0.145,0.145,47573.65
GST-USD,1760730300,2025-10-17T19:45:00.000Z,0.003655,0.003655,0.003567,0.003567,1322923.87
HONEY-USD,1760730300,2025-10-17T19:45:00.000Z,0.011,0.011,0.0108,0.0108,219181.6
LRDS-USD,1760730300,2025-10-17T19:45:00.000Z,0.0879,0.088,0.0879,0.088,811.22
MAMO-USD,1760730300,2025-10-17T19:45:00.000Z,0.05319,0.05344,0.05311,0.05344,776.2
PNG-USD,1760730300,2025-10-17T19:45:00.000Z,0.0824,0.08366,0.08164,0.08166,31209
LOKA-USD,1760730300,2025-10-17T19:45:00.000Z,0.1151,0.1151,0.1146,0.1146,3395.98
RECALL-USD,1760730300,2025-10-17T19:45:00.000Z,0.2998,0.3039,0.2951,0.2973,131014.9
ALICE-USD,1760730300,2025-10-17T19:45:00.000Z,0.396,0.399,0.391,0.396,17753.794
LA-USD,1760730300,2025-10-17T19:45:00.000Z,0.3864,0.3874,0.3854,0.3871,3430
PIRATE-USD,1760730300,2025-10-17T19:45:00.000Z,0.0129,0.0132,0.0129,0.013,91994.1
SNX-USD,1760730300,2025-10-17T19:45:00.000Z,1.415,1.424,1.409,1.421,11219.321
DASH-USD,1760730300,2025-10-17T19:45:00.000Z,41.88,42.2,41.88,42.02,370.648
SPELL-USD,1760730300,2025-10-17T19:45:00.000Z,0.0003499,0.0003499,0.0003482,0.0003491,32120837
ABT-USD,1760730300,2025-10-17T19:45:00.000Z,0.4775,0.4786,0.477,0.4782,7709.5
BNKR-USD,1760730300,2025-10-17T19:45:00.000Z,0.0003839,0.0003839,0.0003836,0.0003837,1374485
KSM-USD,1760730300,2025-10-17T19:45:00.000Z,10.49,10.51,10.46,10.51,769.3372
ZORA-USD,1760730300,2025-10-17T19:45:00.000Z,0.0971,0.09798,0.09666,0.09762,1540251
VARA-USD,1760730300,2025-10-17T19:45:00.000Z,0.00197,0.00197,0.00193,0.00197,823580
PRCL-USD,1760730300,2025-10-17T19:45:00.000Z,0.047,0.0475,0.047,0.0472,58570.5
SEAM-USD,1760730300,2025-10-17T19:45:00.000Z,0.242,0.2424,0.2406,0.2413,2980.2
MOG-USD,1760730300,2025-10-17T19:45:00.000Z,4.4e-7,4.4e-7,4.3e-7,4.3e-7,23867442
MKR-USD,1760730300,2025-10-17T19:45:00.000Z,1413.38,1417.39,1409.77,1413.93,0.446305
ASM-USD,1760731200,2025-10-17T20:00:00.000Z,0.01376,0.01376,0.01372,0.01372,22392
ZKC-USD,1760731200,2025-10-17T20:00:00.000Z,0.2604,0.2665,0.2596,0.2649,129648.44
USELESS-USD,1760731200,2025-10-17T20:00:00.000Z,0.3142,0.3143,0.3086,0.3139,464517.8
TROLL-USD,1760731200,2025-10-17T20:00:00.000Z,0.0853,0.08759,0.0853,0.08709,39271.1
GODS-USD,1760731200,2025-10-17T20:00:00.000Z,0.11191,0.11299,0.10898,0.10969,362702.15
TRAC-USD,1760731200,2025-10-17T20:00:00.000Z,0.698,0.698,0.6956,0.6957,483.9
PLU-USD,1760731200,2025-10-17T20:00:00.000Z,0.32,0.32,0.31,0.31,29.49
OMNI-USD,1760731200,2025-10-17T20:00:00.000Z,2.173,2.173,2.113,2.113,2775.33
MAGIC-USD,1760731200,2025-10-17T20:00:00.000Z,0.1458,0.1502,0.1454,0.1467,237774.06
GST-USD,1760731200,2025-10-17T20:00:00.000Z,0.003623,0.003647,0.003571,0.003621,171156.25
PNG-USD,1760731200,2025-10-17T20:00:00.000Z,0.08168,0.08168,0.08143,0.08143,789
RECALL-USD,1760731200,2025-10-17T20:00:00.000Z,0.2974,0.3008,0.2934,0.3006,122828.41
TIME-USD,1760731200,2025-10-17T20:00:00.000Z,9.18,9.25,9.1,9.25,87.37
ALICE-USD,1760731200,2025-10-17T20:00:00.000Z,0.395,0.396,0.387,0.392,21965.054
NEON-USD,1760731200,2025-10-17T20:00:00.000Z,0.08419,0.08432,0.08315,0.08328,9227.15
LA-USD,1760731200,2025-10-17T20:00:00.000Z,0.3868,0.3914,0.3868,0.3913,28372.3
PIRATE-USD,1760731200,2025-10-17T20:00:00.000Z,0.013,0.0132,0.013,0.0131,31647.1
SNX-USD,1760731200,2025-10-17T20:00:00.000Z,1.42,1.424,1.41,1.424,6975.344
DASH-USD,1760731200,2025-10-17T20:00:00.000Z,42.02,42.29,41.91,42.23,100.314
ABT-USD,1760731200,2025-10-17T20:00:00.000Z,0.4789,0.4802,0.4789,0.4802,12
BNKR-USD,1760731200,2025-10-17T20:00:00.000Z,0.0003839,0.000386,0.0003813,0.000386,1595955
ZORA-USD,1760731200,2025-10-17T20:00:00.000Z,0.09762,0.09762,0.09531,0.0973,2261260
VARA-USD,1760731200,2025-10-17T20:00:00.000Z,0.00195,0.002,0.00195,0.00195,1082116
PRCL-USD,1760731200,2025-10-17T20:00:00.000Z,0.0473,0.0481,0.0472,0.048,200838
SEAM-USD,1760731200,2025-10-17T20:00:00.000Z,0.2411,0.2473,0.2404,0.2427,15323.4
MOG-USD,1760731200,2025-10-17T20:00:00.000Z,4.4e-7,4.4e-7,4.4e-7,4.4e-7,292615556
